domain	utterance	seqlogical
reminder	Remind Dad, Uncle Charles, Uncle Jimmy, Jason and myself on Friday night to pack for our fishing trip on Saturday morning.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:TYPE_RELATION Dad ] ] ] , [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:TYPE_RELATION Uncle ] [SL:CONTACT Charles ] ] ] , [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:TYPE_RELATION Uncle ] [SL:CONTACT Jimmy ] ] ] , [SL:PERSON_REMINDED Jason ] and [SL:PERSON_REMINDED myself ] [SL:DATE_TIME on Friday night ] to [SL:TODO [IN:GET_TODO [SL:TODO pack for our fishing trip ] [SL:DATE_TIME on Saturday morning ] ] ] . ]
reminder	Create a reminder to me and my wife so we don't miss the finale of game of thrones.	[IN:CREATE_REMINDER Create a reminder to [SL:PERSON_REMINDED me ] and [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION wife ] ] ] so we don't miss [SL:TODO the finale of game of thrones ] . ]
reminder	I need to erase this Friday's reminder for dinner with my sister	[IN:DELETE_REMINDER I need to erase [SL:DATE_TIME this Friday ] 's reminder for [SL:TODO [IN:GET_TODO [SL:TODO dinner ] with [SL:ATTENDEE [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION sister ] ] ] ] ] ]
reminder	How many reminders do I have lined up?	[IN:GET_REMINDER_AMOUNT How many reminders do [SL:PERSON_REMINDED I ] have lined up ? ]
reminder	can you remind my sisters about uncle jacks camping event next weekend instead of this weekend	[IN:UPDATE_REMINDER_DATE_TIME can you remind [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION sisters ] ] ] about [SL:TODO uncle jacks camping event ] [SL:DATE_TIME_NEW next weekend ] instead [SL:DATE_TIME of this weekend ] ]
reminder	how do i cancel a reminder	[IN:HELP_REMINDER how do i cancel a reminder ]
reminder	Change the reminder for Kayak's med to every other day at 5.	[IN:UPDATE_REMINDER Change the reminder for [SL:TODO Kayak 's med ] [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME to [SL:FREQUENCY every other day ] [SL:DATE_TIME at 5 ] ] ] . ]
reminder	Please add exercise to my weekend Home Schedule reminder.	[IN:UPDATE_REMINDER_TODO Please add [SL:TODO_NEW exercise ] to [SL:PERSON_REMINDED my ] [SL:DATE_TIME weekend ] [SL:TODO Home Schedule ] reminder . ]
reminder	Remind me to email the cast about costume fittings tonight.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE email [SL:RECIPIENT the cast ] about [SL:CONTENT_EXACT costume fittings ] ] ] [SL:DATE_TIME tonight ] . ]
reminder	Show me the location of my dinner reminder with Kellie	[IN:GET_REMINDER_LOCATION [SL:METHOD_RETRIEVAL_REMINDER Show ] me the location of [SL:PERSON_REMINDED my ] [SL:TODO dinner ] reminder [SL:TODO [IN:GET_TODO with [SL:ATTENDEE Kellie ] ] ] ]
reminder	When is my reminder for the school field trip?	[IN:GET_REMINDER_DATE_TIME When is [SL:PERSON_REMINDED my ] reminder for [SL:TODO the school field trip ] ? ]
reminder	Add Jenn to the reminder regarding fossil fuels later this month.	[IN:UPDATE_REMINDER Add [SL:PERSON_REMINDED_ADDED Jenn ] to the reminder regarding [SL:TODO fossil fuels ] [SL:DATE_TIME later this month ] . ]
reminder	What park was the picnic reminder for?	[IN:GET_REMINDER_LOCATION What park was the [SL:TODO picnic ] reminder for ? ]
reminder	Remind my husband to take his pills every night at 6 pm.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION husband ] ] ] to [SL:TODO take his pills ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY every night ] [SL:DATE_TIME at 6 pm ] ] ] . ]
reminder	Remind me to email Natalie in the morning regarding the spelling bee.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:GET_TODO [SL:TODO [IN:SEND_MESSAGE email [SL:RECIPIENT Natalie ] ] ] [SL:DATE_TIME in the morning ] [SL:TODO regarding the spelling bee ] ] ] . ]
reminder	Please add Cecilia to my doctor's appointment reminder.	[IN:UPDATE_REMINDER Please add [SL:PERSON_REMINDED_ADDED Cecilia ] to [SL:PERSON_REMINDED my ] [SL:TODO doctor 's appointment ] reminder . ]
reminder	Update my sales meeting reminders to be weekly	[IN:UPDATE_REMINDER Update [SL:PERSON_REMINDED my ] [SL:TODO sales meeting ] reminders to be [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY weekly ] ] ] ]
reminder	remove the reminder to text my sister	[IN:DELETE_REMINDER remove the reminder to [SL:TODO [IN:SEND_MESSAGE text [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION sister ] ] ] ] ] ]
reminder	Change today's reminder	[IN:UPDATE_REMINDER Change [SL:DATE_TIME today ] 's reminder ]
reminder	Change the reminder for my quilt club meetings to every Monday at 4pm	[IN:UPDATE_REMINDER Change the reminder for [SL:PERSON_REMINDED my ] [SL:TODO quilt club meetings ] [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME to [SL:FREQUENCY every Monday ] [SL:DATE_TIME at 4 pm ] ] ] ]
reminder	what time is my next reminder set for	[IN:GET_REMINDER_DATE_TIME what time is [SL:PERSON_REMINDED my ] [SL:ORDINAL next ] reminder set for ]
reminder	Make my facial a monthly reminder.	[IN:UPDATE_REMINDER Make [SL:PERSON_REMINDED my ] [SL:TODO facial ] a [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY monthly ] ] ] reminder . ]
reminder	What time is my next reminder at?	[IN:GET_REMINDER_DATE_TIME What time is [SL:PERSON_REMINDED my ] [SL:ORDINAL next ] reminder at ? ]
reminder	When is the reminder for flight to brazil	[IN:GET_REMINDER_DATE_TIME When is the reminder for [SL:TODO flight to brazil ] ]
reminder	Set a reminder for me to email Ed to ask which teachers the girls got for next year.	[IN:CREATE_REMINDER Set a reminder for [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE email [SL:RECIPIENT Ed ] to ask [SL:CONTENT_EXACT which teachers the girls got for next year ] ] ] . ]
reminder	Add buy wine to to-do list for Reminder for Me 101.	[IN:UPDATE_REMINDER_TODO Add [SL:TODO_NEW buy wine ] to to - do list for Reminder for [SL:PERSON_REMINDED Me ] 101 . ]
reminder	When is my next reminder to do the dishes?	[IN:GET_REMINDER_DATE_TIME When is [SL:PERSON_REMINDED my ] [SL:ORDINAL next ] reminder to [SL:TODO do the dishes ] ? ]
reminder	How many reminders do I have concerning the NASCAR race times	[IN:GET_REMINDER_AMOUNT How many reminders do [SL:PERSON_REMINDED I ] have concerning [SL:TODO the NASCAR race times ] ]
reminder	Update the reminder to pay rent to every other Friday instead of monthly.	[IN:UPDATE_REMINDER Update the reminder to [SL:TODO pay rent ] [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME to [SL:FREQUENCY every other Friday ] ] ] instead [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME of [SL:FREQUENCY monthly ] ] ] . ]
reminder	When is my last reminder for Tuesday?	[IN:GET_REMINDER_DATE_TIME When is [SL:PERSON_REMINDED my ] [SL:ORDINAL last ] reminder [SL:DATE_TIME for Tuesday ] ? ]
reminder	I need to text Nicquana tonight at 7pm. Can you remind me?	[IN:CREATE_REMINDER I need to [SL:TODO [IN:GET_TODO [SL:TODO [IN:SEND_MESSAGE text [SL:RECIPIENT Nicquana ] ] ] [SL:DATE_TIME tonight at 7 pm ] ] ] . Can you remind [SL:PERSON_REMINDED me ] ? ]
reminder	Create a reminder for my son to pick up his toys off the living room floor tonight at 7:15pm.	[IN:CREATE_REMINDER Create a reminder for [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION son ] ] ] to [SL:TODO pick up his toys off the living room floor ] [SL:DATE_TIME tonight at 7 : 15 pm ] . ]
reminder	Add prescription refills to my reminder list for Thursday	[IN:UPDATE_REMINDER_TODO Add [SL:TODO_NEW prescription refills ] to [SL:PERSON_REMINDED my ] reminder list [SL:DATE_TIME for Thursday ] ]
reminder	How many reminders do I have set up for automatic bill paying per month	[IN:GET_REMINDER_AMOUNT How many reminders do [SL:PERSON_REMINDED I ] have set up for [SL:TODO automatic bill paying ] [SL:DATE_TIME per month ] ]
reminder	where is the reminder about meeting sharon tomorrow	[IN:GET_REMINDER_LOCATION where is the reminder about [SL:TODO meeting sharon ] [SL:DATE_TIME tomorrow ] ]
reminder	how to see yesterday's reminder	[IN:HELP_REMINDER how to see yesterday 's reminder ]
reminder	Set up a reminder for my Mom to go to the doctor at 3 pm Wednesday.	[IN:CREATE_REMINDER Set up a reminder for [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION Mom ] ] ] to [SL:TODO go to the doctor ] [SL:DATE_TIME at 3 pm Wednesday ] . ]
reminder	remind me to text robin at 10am tomorrow morning	[IN:CREATE_REMINDER remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE text [SL:RECIPIENT robin ] ] ] [SL:DATE_TIME at 10 am tomorrow morning ] ]
reminder	How many reminders do I have for Thursday	[IN:GET_REMINDER_AMOUNT How many reminders do [SL:PERSON_REMINDED I ] have [SL:DATE_TIME for Thursday ] ]
reminder	Remind me at 3 pm to email Tom about the details of the meeting next Tuesday.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] [SL:DATE_TIME at 3 pm ] to [SL:TODO [IN:SEND_MESSAGE email [SL:RECIPIENT Tom ] about [SL:CONTENT_EXACT [IN:GET_EVENT the details of [SL:CATEGORY_EVENT the meeting ] [SL:DATE_TIME next Tuesday ] ] ] ] ] . ]
reminder	change my laundry reminder to be weekly instead of bi-weekly.	[IN:UPDATE_REMINDER change [SL:PERSON_REMINDED my ] [SL:TODO laundry ] reminder to be [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY weekly ] ] ] instead [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME of [SL:FREQUENCY bi - weekly ] ] ] . ]
reminder	Set a reminder for my father to take his medication every day at 3 pm.	[IN:CREATE_REMINDER Set a reminder for [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION father ] ] ] to [SL:TODO take his medication ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY every day ] [SL:DATE_TIME at 3 pm ] ] ] . ]
reminder	Add sweeping the stairs to my chores reminder for Wednesday.	[IN:UPDATE_REMINDER_TODO Add [SL:TODO_NEW sweeping the stairs ] to [SL:PERSON_REMINDED my ] [SL:TODO chores ] reminder [SL:DATE_TIME for Wednesday ] . ]
reminder	Remind me to email my resume to Elizabeth.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE email [SL:CONTENT_EXACT my resume ] to [SL:RECIPIENT Elizabeth ] ] ] . ]
reminder	I need to text Nicquana tonight at 7pm. Can you remind me?	[IN:CREATE_REMINDER I need to [SL:TODO [IN:SEND_MESSAGE text [SL:RECIPIENT Nicquana ] [SL:DATE_TIME tonight at 7 pm ] ] ] . Can you remind [SL:PERSON_REMINDED me ] ? ]
reminder	Change Zs homework reminders to every day at 5pm	[IN:UPDATE_REMINDER Change [SL:PERSON_REMINDED Zs ] [SL:TODO homework ] reminders [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME to [SL:FREQUENCY every day ] [SL:DATE_TIME at 5 pm ] ] ] ]
reminder	I just bought new sheet masks; update my nightly skincare reminder and add sheet masks to my list of steps	[IN:UPDATE_REMINDER_TODO I just bought new [SL:TODO_NEW sheet masks ] ; update [SL:PERSON_REMINDED my ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY nightly ] ] ] [SL:TODO skincare ] reminder and add sheet masks to my list of steps ]
reminder	I need my monthly health check reminder changed to every 6 months.	[IN:UPDATE_REMINDER I need [SL:PERSON_REMINDED my ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY monthly ] ] ] [SL:TODO health check ] reminder changed [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME to [SL:FREQUENCY every 6 months ] ] ] . ]
reminder	Send my Dad a reminder that he needs to bring the cocktail ingredients for the party at 5:00 pm tomorrow.	[IN:CREATE_REMINDER Send [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION Dad ] ] ] a reminder that he needs to [SL:TODO bring the cocktail ingredients for the party ] [SL:DATE_TIME at 5 : 00 pm tomorrow ] . ]
reminder	Update movie reminders to monthly instead of weekly.	[IN:UPDATE_REMINDER Update [SL:TODO movie ] reminders [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME to [SL:FREQUENCY monthly ] ] ] instead [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME of [SL:FREQUENCY weekly ] ] ] . ]
reminder	How many reminders are listed this week for school?	[IN:GET_REMINDER_AMOUNT How many reminders are listed [SL:DATE_TIME this week ] for [SL:TODO school ] ? ]
reminder	Remind my mom to contact me tomorrow morning at 9 AM.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION mom ] ] ] to [SL:TODO contact me ] [SL:DATE_TIME tomorrow morning at 9 AM ] . ]
reminder	Remind me to text Mari tomorrow with baby updates.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:GET_TODO [SL:TODO [IN:SEND_MESSAGE text [SL:RECIPIENT Mari ] ] ] [SL:DATE_TIME tomorrow ] [SL:TODO with baby updates ] ] ] . ]
reminder	What location is Jim's birthday party bash reminder set for?	[IN:GET_REMINDER_LOCATION What location is [SL:TODO Jim 's birthday party bash ] reminder set for ? ]
reminder	Setup a weekly reminder to email choir members regarding practise.	[IN:CREATE_REMINDER Setup a [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY weekly ] ] ] reminder to [SL:TODO [IN:SEND_MESSAGE email [SL:RECIPIENT choir members ] regarding [SL:CONTENT_EXACT practise ] ] ] . ]
reminder	Change the reminder to mow the yard on Saturdays to Wednesdays.	[IN:UPDATE_REMINDER Change the reminder to [SL:TODO mow the yard ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:DATE_TIME on Saturdays ] ] ] [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME [SL:DATE_TIME to Wednesdays ] ] ] . ]
reminder	Delete the reminder to send a friend anniversary message to Maura on Facebook.	[IN:DELETE_REMINDER Delete the reminder to [SL:TODO [IN:SEND_MESSAGE send a [SL:CONTENT_EXACT friend anniversary ] message to [SL:RECIPIENT Maura ] on [SL:NAME_APP Facebook ] ] ] . ]
reminder	Add lettuce and potatoes to my grocery list reminder.	[IN:UPDATE_REMINDER_TODO Add [SL:TODO_NEW lettuce and potatoes ] to [SL:PERSON_REMINDED my ] [SL:TODO grocery list ] reminder . ]
reminder	update the alerts for the kids school bus to 7:30 am every morning	[IN:UPDATE_REMINDER update the alerts for [SL:TODO the kids school bus ] [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME [SL:DATE_TIME to 7 : 30 am ] [SL:FREQUENCY every morning ] ] ] ]
reminder	change the recycle reminder to every other Wednesday instead of every wednesday	[IN:UPDATE_REMINDER change the [SL:TODO recycle ] reminder [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME to [SL:FREQUENCY every other Wednesday ] ] ] instead [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME of [SL:FREQUENCY every wednesday ] ] ] ]
reminder	Update reminders	[IN:UPDATE_REMINDER Update reminders ]
reminder	Change my computer class reminder to 7pm weekly.	[IN:UPDATE_REMINDER Change [SL:PERSON_REMINDED my ] [SL:TODO computer class ] reminder [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME [SL:DATE_TIME to 7 pm ] [SL:FREQUENCY weekly ] ] ] . ]
reminder	Show me the location for the birthday dinner reminder.	[IN:GET_REMINDER_LOCATION [SL:METHOD_RETRIEVAL_REMINDER Show ] [SL:PERSON_REMINDED me ] the location for the [SL:TODO birthday dinner ] reminder . ]
reminder	Change 9pm reminder from daily to weekly	[IN:UPDATE_REMINDER Change [SL:DATE_TIME 9 pm ] reminder [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME from [SL:FREQUENCY daily ] ] ] [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME to [SL:FREQUENCY weekly ] ] ] ]
reminder	Remind me to text Jennifer tomorrow to invite her to the Sips and Sass dinner.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:GET_TODO [SL:TODO [IN:SEND_MESSAGE text [SL:RECIPIENT Jennifer ] ] ] [SL:DATE_TIME tomorrow ] to [SL:TODO invite her to the Sips and Sass dinner ] ] ] . ]
reminder	Where is my dinner reminder?	[IN:GET_REMINDER_LOCATION Where is [SL:PERSON_REMINDED my ] [SL:TODO dinner ] reminder ? ]
reminder	change reminder about drinking water to every 3 hours	[IN:UPDATE_REMINDER change reminder about [SL:TODO drinking water ] [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME to [SL:FREQUENCY every 3 hours ] ] ] ]
reminder	Add Dishes to Hayden's chore reminder.	[IN:UPDATE_REMINDER_TODO Add [SL:TODO_NEW Dishes ] to [SL:PERSON_REMINDED Hayden ] 's [SL:TODO chore ] reminder . ]
reminder	Remind me to text my husband to pick up bread?	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE text [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION husband ] ] ] to [SL:CONTENT_EXACT pick up bread ] ] ] ? ]
reminder	remind my sister we have dinner reservations tomorrow at 6pm	[IN:CREATE_REMINDER remind [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION sister ] ] ] we have [SL:TODO dinner reservations ] [SL:DATE_TIME tomorrow at 6 pm ] ]
reminder	Set up a reminder to message Mike at 7pm tonight.	[IN:CREATE_REMINDER Set up a reminder to [SL:TODO [IN:SEND_MESSAGE message [SL:RECIPIENT Mike ] ] ] [SL:DATE_TIME at 7 pm tonight ] . ]
reminder	Show my location reminder for my dinner date with Lubhna.	[IN:GET_REMINDER_LOCATION [SL:METHOD_RETRIEVAL_REMINDER Show ] [SL:PERSON_REMINDED my ] location reminder for [SL:TODO [IN:GET_TODO [SL:TODO my dinner date ] with [SL:ATTENDEE Lubhna ] ] ] . ]
reminder	Remind me to send a chat message to Susie today	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE send a chat message to [SL:RECIPIENT Susie ] ] ] [SL:DATE_TIME today ] ]
reminder	Update tomorrow's reminder to include sending a text to Bob	[IN:UPDATE_REMINDER_TODO Update [SL:DATE_TIME tomorrow ] 's reminder to include [SL:TODO_NEW [IN:SEND_MESSAGE sending a text to [SL:RECIPIENT Bob ] ] ] ]
reminder	Adjust my monthly reminder about organizing my office to a bi-weekly reminder	[IN:UPDATE_REMINDER Adjust [SL:PERSON_REMINDED my ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY monthly ] ] ] reminder about [SL:TODO organizing my office ] to a [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY bi - weekly ] ] ] reminder ]
reminder	set a reminder for my husband mark to go to jury duty at 7am on september 13th`	[IN:CREATE_REMINDER set a reminder for [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION husband ] [SL:CONTACT mark ] ] ] to [SL:TODO go to jury duty ] [SL:DATE_TIME at 7 am on september 13th ] ` ]
reminder	I need a reminder to respond to Marilyn's email.	[IN:CREATE_REMINDER [SL:PERSON_REMINDED I ] need a reminder to [SL:TODO [IN:REPLY_MESSAGE respond to [SL:RECIPIENT Marilyn ] 's email ] ] . ]
reminder	How many reminders do I have for October?	[IN:GET_REMINDER_AMOUNT How many reminders do [SL:PERSON_REMINDED I ] have [SL:DATE_TIME for October ] ? ]
reminder	Update this week's meal prep reminder to include extra protein	[IN:UPDATE_REMINDER_TODO Update [SL:DATE_TIME this week ] 's [SL:TODO meal prep ] reminder to [SL:TODO_NEW include extra protein ] ]
reminder	Remind me about my dinner with my friend betty at 8pm	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] about [SL:TODO [IN:GET_TODO [SL:TODO my dinner ] with [SL:ATTENDEE [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION friend ] [SL:CONTACT betty ] ] ] ] ] [SL:DATE_TIME at 8 pm ] ]
reminder	Remind me to email Frankie about our next meeting	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE email [SL:RECIPIENT Frankie ] about [SL:CONTENT_EXACT our next meeting ] ] ] ]
reminder	Add my sister to the Sunday's mass reminder	[IN:UPDATE_REMINDER Add [SL:PERSON_REMINDED_ADDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION sister ] ] ] to the [SL:DATE_TIME Sunday ] 's [SL:TODO mass ] reminder ]
reminder	Update the reminder about medication to once a day.	[IN:UPDATE_REMINDER Update the reminder about [SL:TODO medication ] to [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY once a day ] ] ] . ]
reminder	remind me to send an email about the kids school information by 5pm today	[IN:CREATE_REMINDER remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE send an email about [SL:CONTENT_EXACT the kids school information ] ] ] [SL:DATE_TIME by 5 pm today ] ]
reminder	Remind me to send a birthday text to my mom on August 3rd	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE send a [SL:CONTENT_EXACT birthday ] text to [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION mom ] ] ] ] ] [SL:DATE_TIME on August 3rd ] ]
reminder	Add Chris to the reminders for pool league this month.	[IN:UPDATE_REMINDER Add [SL:PERSON_REMINDED_ADDED Chris ] to the reminders for [SL:TODO pool league ] [SL:DATE_TIME this month ] . ]
reminder	Remind me to text my dad about his car's repair.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE text [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION dad ] ] ] about [SL:CONTENT_EXACT his car 's repair ] ] ] . ]
reminder	Chane the reminder to go the store for psa to every Wednesday	[IN:UPDATE_REMINDER Chane the reminder to [SL:TODO go the store for psa ] [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY to every Wednesday ] ] ] ]
reminder	Remind me to send Eric an email about the presentation Monday.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE send [SL:RECIPIENT Eric ] an email about [SL:CONTENT_EXACT the presentation ] ] ] [SL:DATE_TIME Monday ] . ]
reminder	Remind me to email Susan Jackson the menu tomorrow at 1:30 pm.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE email [SL:RECIPIENT Susan Jackson ] [SL:CONTENT_EXACT the menu ] ] ] [SL:DATE_TIME tomorrow at 1 : 30 pm ] . ]
reminder	Remind me to email my resume to the hospital tomorrow	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE email [SL:CONTENT_EXACT my resume ] to [SL:RECIPIENT the hospital ] ] ] [SL:DATE_TIME tomorrow ] ]
reminder	remind me to send a  reply to gorham savings bank about user problems	[IN:CREATE_REMINDER remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:REPLY_MESSAGE send a reply to [SL:RECIPIENT gorham savings bank ] about [SL:CONTENT_EXACT user problems ] ] ] ]
reminder	Where is location of the reminder I have set for picking up my sister?	[IN:GET_REMINDER_LOCATION Where is location of the reminder [SL:PERSON_REMINDED I ] have set for [SL:TODO picking up my sister ] ? ]
reminder	Remind me to text Sarah to wait in front of Rave Cinemas at 8pm tonight.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE text [SL:RECIPIENT Sarah ] to [SL:CONTENT_EXACT wait in front of Rave Cinemas ] ] ] [SL:DATE_TIME at 8 pm tonight ] . ]
reminder	How many reminders do I have coming up for meetings?	[IN:GET_REMINDER_AMOUNT How many reminders do [SL:PERSON_REMINDED I ] have coming up for [SL:TODO meetings ] ? ]
reminder	Remind me of the dinner date with my cousin Adeola	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] of [SL:TODO [IN:GET_TODO [SL:TODO the dinner date ] with [SL:ATTENDEE [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION cousin ] [SL:CONTACT Adeola ] ] ] ] ] ]
reminder	Update my reminder to check the mail daily instead of weekly.	[IN:UPDATE_REMINDER Update [SL:PERSON_REMINDED my ] reminder to [SL:TODO check the mail ] [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY daily ] ] ] instead [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME of [SL:FREQUENCY weekly ] ] ] . ]
reminder	Move the recycling bin reminder from Thursday to every other Tuesday.	[IN:UPDATE_REMINDER Move the [SL:TODO recycling bin ] reminder [SL:DATE_TIME from Thursday ] [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME to [SL:FREQUENCY every other Tuesday ] ] ] . ]
reminder	set a reminder to text john about the new location of the soccer game on monday	[IN:CREATE_REMINDER set a reminder to [SL:TODO [IN:SEND_MESSAGE text [SL:RECIPIENT john ] about [SL:CONTENT_EXACT the new location of the soccer game ] ] ] [SL:DATE_TIME on monday ] ]
reminder	Change my Monday night show reminders to Sunday nights.	[IN:UPDATE_REMINDER Change [SL:PERSON_REMINDED my ] [SL:DATE_TIME Monday night ] [SL:TODO show ] reminders [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME [SL:DATE_TIME to Sunday nights ] ] ] . ]
reminder	Update the ski group reminder to specify we're meeting at the old location	[IN:UPDATE_REMINDER_TODO Update the [SL:PERSON_REMINDED ski ] group reminder to specify [SL:TODO_NEW we're meeting at the old location ] ]
